complaint_id,complainant_ethnicity,complainant_gender,complainant_age_incident,fado_type,allegation,precinct,board_disposition
33623,Black,Female,65.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Formalized Training)
5948,Hispanic,Male,25.0,Force,Physical force,7.0,Exonerated
6473,Hispanic,Male,34.0,Abuse of Authority,Question and/or stop,9.0,Exonerated
6473,Hispanic,Male,34.0,Abuse of Authority,Frisk and/or search,9.0,Unsubstantiated
6473,Hispanic,Male,34.0,Abuse of Authority,Vehicle search,9.0,Unsubstantiated
17718,Black,Male,32.0,Abuse of Authority,Refusal to provide name/shield number,23.0,Unsubstantiated
17718,Black,Male,32.0,Abuse of Authority,Stop,23.0,Exonerated
18089,Hispanic,Male,23.0,Abuse of Authority,Stop,23.0,Exonerated
29664,Black,Male,35.0,Abuse of Authority,Frisk,75.0,Exonerated
41734,Hispanic,Male,35.0,Abuse of Authority,Refusal to show search warrant,90.0,Substantiated (Command Lvl Instructions)
18684,Black,Female,53.0,Force,Physical force,79.0,Exonerated
32835,Black,Male,41.0,Abuse of Authority,Frisk,79.0,Substantiated (Command Discipline A)
32835,Black,Male,41.0,Abuse of Authority,Stop,79.0,Substantiated (Command Discipline A)
32835,Black,Male,41.0,Abuse of Authority,Search (of person),79.0,Substantiated (Command Discipline A)
39449,Black,Male,33.0,Abuse of Authority,Vehicle stop,79.0,Exonerated
39449,Black,Male,33.0,Abuse of Authority,Question,79.0,Substantiated (Formalized Training)
30811,White,Male,26.0,Abuse of Authority,Stop,112.0,Unsubstantiated
30811,White,Male,26.0,Force,Physical force,112.0,Exonerated
30811,White,Male,26.0,Abuse of Authority,Frisk,112.0,Exonerated
30811,White,Male,26.0,Abuse of Authority,Search (of person),112.0,Unsubstantiated
30811,White,Male,26.0,Abuse of Authority,Search (of person),112.0,Substantiated (Command Discipline A)
39875,Black,Male,53.0,Abuse of Authority,Strip-searched,79.0,Unsubstantiated
37651,Black,Female,42.0,Abuse of Authority,Refusal to process civilian complaint,79.0,Substantiated (Command Lvl Instructions)
33623,Black,Female,65.0,Abuse of Authority,Refusal to provide name/shield number,79.0,Unsubstantiated
33623,Black,Female,65.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Command Discipline B)
6796,Black,Male,31.0,Abuse of Authority,Threat of arrest,13.0,Exonerated
8501,Other Race,Female,56.0,Abuse of Authority,Threat of arrest,13.0,Exonerated
12818,Black,Male,41.0,Abuse of Authority,Question,13.0,Exonerated
16592,Hispanic,Male,46.0,Abuse of Authority,Threat of arrest,13.0,Exonerated
17389,Black,Male,47.0,Abuse of Authority,Stop,13.0,Exonerated
17389,Black,Male,47.0,Abuse of Authority,Vehicle search,13.0,Unsubstantiated
36991,Hispanic,Male,34.0,Abuse of Authority,Threat of force (verbal or physical),13.0,Substantiated (Command Discipline A)
36991,Hispanic,Male,34.0,Abuse of Authority,Threat of arrest,13.0,Substantiated (Command Discipline A)
39209,Other Race,Female,64.0,Discourtesy,Word,13.0,Unsubstantiated
42223,Hispanic,Male,23.0,Abuse of Authority,Question,13.0,Exonerated
42223,Hispanic,Male,23.0,Discourtesy,Word,13.0,Unsubstantiated
8501,Other Race,Female,56.0,Abuse of Authority,Threat of arrest,13.0,Unsubstantiated
16592,Hispanic,Male,46.0,Abuse of Authority,Threat to damage/seize property,13.0,Exonerated
36991,Hispanic,Male,34.0,Abuse of Authority,Refusal to provide name/shield number,13.0,Unsubstantiated
36991,Hispanic,Male,34.0,Discourtesy,Word,13.0,Substantiated (Command Discipline A)
28480,Black,Male,19.0,Abuse of Authority,Stop,81.0,Exonerated
28480,Black,Male,19.0,Force,Physical force,81.0,Unsubstantiated
28480,Black,Male,19.0,Discourtesy,Word,81.0,Unsubstantiated
28540,Black,Male,20.0,Abuse of Authority,Vehicle search,81.0,Unsubstantiated
31155,Black,Female,36.0,Abuse of Authority,Threat to damage/seize property,81.0,Substantiated (Charges)
32559,Black,Male,23.0,Abuse of Authority,Other,81.0,Exonerated
32559,Black,Male,23.0,Abuse of Authority,Stop,81.0,Exonerated
33138,Black,Male,21.0,Abuse of Authority,Vehicle search,81.0,Exonerated
38641,Black,Male,25.0,Force,Gun Pointed,81.0,Exonerated
39946,Black,Male,28.0,Force,Physical force,79.0,Exonerated
39946,Black,Male,28.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Command Discipline B)
39946,Black,Male,28.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Command Discipline B)
11338,Black,Male,19.0,Discourtesy,Word,81.0,Substantiated (Charges)
6097,Black,Female,48.0,Force,Physical force,81.0,Exonerated
6350,Black,Male,15.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
6350,Black,Male,15.0,Force,Physical force,81.0,Unsubstantiated
7747,Black,Male,21.0,Force,Gun Pointed,81.0,Exonerated
7747,Black,Male,20.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
7899,Black,Female,28.0,Force,Physical force,81.0,Exonerated
7899,Black,Male,19.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
7899,Black,Female,28.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
10168,Black,Male,29.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Substantiated (Charges)
10168,Black,Male,29.0,Discourtesy,Word,81.0,Substantiated (Charges)
10168,Black,Male,29.0,Abuse of Authority,Search (of person),81.0,Substantiated (Charges)
11039,Black,Male,22.0,Discourtesy,Word,81.0,Unsubstantiated
11338,Black,Male,19.0,Offensive Language,Race,81.0,Unsubstantiated
11338,Black,Male,19.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Substantiated (Charges)
11338,Black,Male,19.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Substantiated (Charges)
11338,Black,Male,19.0,Abuse of Authority,Stop,81.0,Substantiated (Charges)
11354,Black,Male,20.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
11354,Black,Male,20.0,Abuse of Authority,Vehicle search,81.0,Substantiated (Charges)
11354,Black,Male,18.0,Abuse of Authority,Frisk,81.0,Substantiated (Charges)
20932,Black,Male,18.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
25795,Black,Male,31.0,Abuse of Authority,Vehicle stop,81.0,Exonerated
27109,Black,Male,33.0,Force,Physical force,81.0,Unsubstantiated
28206,Black,Male,31.0,Abuse of Authority,Frisk,73.0,Exonerated
29075,Black,Female,22.0,Abuse of Authority,Threat of arrest,83.0,Unsubstantiated
29075,Black,Female,22.0,Abuse of Authority,Refusal to provide name/shield number,83.0,Substantiated (Instructions)
31256,Black,Male,23.0,Force,Physical force,75.0,Unsubstantiated
18824,Hispanic,Female,26.0,Discourtesy,Action,69.0,Unsubstantiated
27020,Black,Female,15.0,Discourtesy,Word,81.0,Unsubstantiated
32211,Black,Female,24.0,Abuse of Authority,Threat of arrest,81.0,Unsubstantiated
32211,Black,Male,18.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
32211,Black,Female,39.0,Force,Physical force,81.0,Exonerated
32211,Black,Female,24.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
32211,Black,Female,39.0,Discourtesy,Word,81.0,Unsubstantiated
35555,Hispanic,Male,20.0,Force,Physical force,81.0,Unsubstantiated
35555,Hispanic,Male,20.0,Force,Other,81.0,Unsubstantiated
35555,Hispanic,Male,20.0,Abuse of Authority,Other,81.0,Substantiated (Command Discipline A)
35968,Black,Male,57.0,Discourtesy,Word,81.0,Unsubstantiated
35968,Black,Male,57.0,Offensive Language,Race,81.0,Unsubstantiated
35968,Black,Male,57.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Substantiated (Command Discipline A)
37779,Black,Male,35.0,Force,Physical force,81.0,Unsubstantiated
37794,Black,Male,45.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
37794,Black,Male,45.0,Discourtesy,Word,81.0,Unsubstantiated
38641,Black,Male,25.0,Abuse of Authority,Frisk,81.0,Exonerated
38641,Black,Male,25.0,Abuse of Authority,Strip-searched,81.0,Unsubstantiated
38641,Black,Male,25.0,Abuse of Authority,Search (of person),81.0,Exonerated
38641,Black,Male,25.0,Abuse of Authority,Other,81.0,Unsubstantiated
39005,Black,Female,29.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
39005,Black,Male,37.0,Abuse of Authority,Other,81.0,Exonerated
38641,Black,Male,25.0,Force,Gun Pointed,81.0,Exonerated
30546,Black,Male,22.0,Abuse of Authority,Search (of person),79.0,Unsubstantiated
30546,Black,Male,22.0,Abuse of Authority,Frisk,79.0,Substantiated (Command Discipline)
30546,Black,Male,22.0,Abuse of Authority,Stop,79.0,Substantiated (Command Discipline)
34464,Black,Male,32.0,Force,Physical force,81.0,Unsubstantiated
37794,Black,Male,45.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
37794,Black,Male,45.0,Discourtesy,Word,81.0,Unsubstantiated
37794,Black,Male,45.0,Abuse of Authority,Vehicle search,81.0,Exonerated
38808,Black,Male,25.0,Abuse of Authority,Frisk,81.0,Substantiated (Command Discipline A)
39884,Hispanic,Male,21.0,Abuse of Authority,Vehicle stop,81.0,Exonerated
23510,Black,Female,18.0,Discourtesy,Word,32.0,Unsubstantiated
25582,Black,Male,46.0,Abuse of Authority,Question,32.0,Substantiated (Charges)
33552,Black,Male,24.0,Force,Physical force,32.0,Unsubstantiated
25582,Black,Male,46.0,Abuse of Authority,Stop,32.0,Substantiated (Charges)
41344,Black,Male,30.0,Abuse of Authority,Refusal to process civilian complaint,81.0,Substantiated (Formalized Training)
34192,White,Male,22.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Substantiated (Formalized Training)
9513,Black,Male,35.0,Force,Physical force,71.0,Unsubstantiated
9513,Black,Male,35.0,Force,Nightstick as club (incl asp & baton),71.0,Substantiated (Charges)
28465,Black,Male,23.0,Force,Physical force,73.0,Unsubstantiated
28465,Black,Male,23.0,Force,Physical force,73.0,Exonerated
33479,Black,Male,35.0,Abuse of Authority,Vehicle search,73.0,Unsubstantiated
33479,Black,Male,35.0,Abuse of Authority,Vehicle stop,73.0,Exonerated
33479,Black,Male,35.0,Abuse of Authority,Seizure of property,73.0,Substantiated (Command Discipline B)
35787,Black,Male,29.0,Abuse of Authority,Vehicle search,73.0,Unsubstantiated
35787,Black,Male,,Abuse of Authority,Search (of person),73.0,Unsubstantiated
35787,Black,Male,,Abuse of Authority,Stop,73.0,Unsubstantiated
35787,Black,Male,29.0,Abuse of Authority,Frisk,73.0,Unsubstantiated
35787,Black,Male,29.0,Abuse of Authority,Search (of person),73.0,Unsubstantiated
35787,Black,Male,29.0,Abuse of Authority,Stop,73.0,Unsubstantiated
33479,Black,Male,35.0,Abuse of Authority,Other,73.0,Substantiated (Command Discipline B)
8996,Black,Female,24.0,Abuse of Authority,Refusal to obtain medical treatment,81.0,Unsubstantiated
9562,Black,Male,39.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
9562,Black,Male,39.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
9562,Black,Male,39.0,Abuse of Authority,Frisk,81.0,Exonerated
9641,Black,Male,24.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
31087,Black,Male,27.0,Force,Physical force,81.0,Unsubstantiated
31087,Black,Male,27.0,Discourtesy,Action,81.0,Substantiated (Formalized Training)
34192,White,Male,22.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Substantiated (Formalized Training)
11264,Hispanic,Male,21.0,Force,Physical force,9.0,Exonerated
10484,White,Male,58.0,Abuse of Authority,Frisk,9.0,Unsubstantiated
10484,White,Male,58.0,Abuse of Authority,Seizure of property,9.0,Unsubstantiated
10484,White,Male,58.0,Abuse of Authority,Retaliatory summons,9.0,Unsubstantiated
10484,White,Male,58.0,Abuse of Authority,Search (of person),9.0,Unsubstantiated
11264,Hispanic,Male,21.0,Discourtesy,Word,9.0,Unsubstantiated
11264,Hispanic,Male,21.0,Abuse of Authority,Retaliatory arrest,9.0,Unsubstantiated
11264,Hispanic,Male,21.0,Abuse of Authority,Strip-searched,9.0,Substantiated (Charges)
12899,White,Male,29.0,Force,Physical force,9.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Question,13.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Search (of person),13.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Vehicle stop,13.0,Exonerated
14304,Black,Male,36.0,Force,Physical force,13.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Threat of force (verbal or physical),13.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Frisk,13.0,Substantiated (Command Discipline)
19505,Black,Male,24.0,Abuse of Authority,Refusal to provide name/shield number,79.0,Unsubstantiated
19773,Black,Male,17.0,Force,Gun Pointed,79.0,Exonerated
19773,Black,Male,17.0,Discourtesy,Word,79.0,Unsubstantiated
19773,Black,Male,17.0,Force,Physical force,79.0,Unsubstantiated
22870,Black,Male,29.0,Force,Physical force,79.0,Unsubstantiated
22870,Black,Male,29.0,Force,Other,79.0,Unsubstantiated
22870,Black,Male,29.0,Discourtesy,Word,79.0,Unsubstantiated
22870,Black,Male,29.0,Force,Physical force,79.0,Substantiated (Command Discipline)
23813,Black,Male,27.0,Abuse of Authority,Stop,79.0,Unsubstantiated
42258,Black,Male,29.0,Abuse of Authority,Stop,94.0,Exonerated
10484,White,Male,58.0,Abuse of Authority,Seizure of property,9.0,Unsubstantiated
14304,Black,Male,36.0,Abuse of Authority,Threat of arrest,13.0,Exonerated
40612,Black,Male,36.0,Abuse of Authority,Frisk,81.0,Exonerated
41344,Black,Male,30.0,Abuse of Authority,Failure to provide RTKA card,81.0,Substantiated (Formalized Training)
10109,Black,Male,45.0,Discourtesy,Word,63.0,Unsubstantiated
12606,Black,Male,27.0,Force,Physical force,63.0,Exonerated
28509,Black,Male,22.0,Discourtesy,Action,63.0,Unsubstantiated
30865,Black,Male,20.0,Force,Chokehold,63.0,Unsubstantiated
30865,Black,Male,20.0,Abuse of Authority,Vehicle search,63.0,Substantiated (Command Discipline)
38205,Black,Male,20.0,Abuse of Authority,Forcible Removal to Hospital,63.0,Exonerated
38205,Black,Male,20.0,Force,Physical force,63.0,Exonerated
38205,Black,Female,77.0,Abuse of Authority,Threat re: removal to hospital,63.0,Substantiated (Command Discipline A)
25098,Hispanic,Male,30.0,Force,Physical force,81.0,Unsubstantiated
25098,Hispanic,Male,30.0,Abuse of Authority,Frisk,81.0,Substantiated (Command Discipline)
34464,Black,Male,32.0,Force,Physical force,81.0,Unsubstantiated
36438,Black,Male,34.0,Abuse of Authority,Retaliatory summons,81.0,Substantiated (Command Discipline A)
36438,Black,Male,34.0,Abuse of Authority,Threat to damage/seize property,81.0,Unsubstantiated
36438,Black,Male,34.0,Abuse of Authority,Seizure of property,81.0,Exonerated
36836,White,Female,53.0,Abuse of Authority,Property damaged,81.0,Exonerated
35002,Black,Male,44.0,Abuse of Authority,Stop,100.0,Exonerated
41344,Black,Male,30.0,Abuse of Authority,Failure to provide RTKA card,81.0,Substantiated (Command Lvl Instructions)
18059,Black,Male,28.0,Abuse of Authority,Search (of person),81.0,Exonerated
18059,Black,Male,28.0,Abuse of Authority,Frisk,81.0,Exonerated
18059,Black,Male,28.0,Abuse of Authority,Stop,81.0,Exonerated
18530,Black,Female,47.0,Abuse of Authority,Stop,81.0,Exonerated
18530,Black,Female,47.0,Force,Physical force,81.0,Exonerated
18530,Black,Female,47.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
24118,Black,Male,44.0,Abuse of Authority,Frisk,81.0,Unsubstantiated
24327,Black,Male,55.0,Abuse of Authority,Frisk,81.0,Exonerated
24327,Black,Male,55.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
25889,Black,Male,55.0,Abuse of Authority,Search (of person),81.0,Substantiated (Charges)
25889,Black,Male,55.0,Abuse of Authority,Stop,81.0,Substantiated (Charges)
31132,Black,Male,32.0,Force,Chokehold,81.0,Substantiated (Charges)
24118,Black,Male,44.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
41344,Black,Male,30.0,Abuse of Authority,Refusal to provide shield number,81.0,Unsubstantiated
41344,Black,Male,30.0,Abuse of Authority,Failure to provide RTKA card,81.0,Substantiated (Command Lvl Instructions)
5129,Black,Male,30.0,Discourtesy,Word,67.0,Unsubstantiated
7853,Black,Male,32.0,Abuse of Authority,Other,81.0,Unsubstantiated
7853,Black,Male,32.0,Discourtesy,Word,81.0,Unsubstantiated
9023,Black,Female,40.0,Force,Pepper spray,81.0,Exonerated
9023,Black,Male,48.0,Force,Gun Pointed,81.0,Exonerated
9357,Hispanic,Male,36.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
11338,Black,Male,19.0,Abuse of Authority,Frisk,81.0,Exonerated
11338,Black,Male,19.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
11354,Black,Male,20.0,Abuse of Authority,Vehicle stop,81.0,Unsubstantiated
11354,Black,Male,18.0,Force,Physical force,81.0,Substantiated (Charges)
11354,Black,Male,18.0,Force,Nightstick as club (incl asp & baton),81.0,Substantiated (Charges)
11354,Black,Male,20.0,Force,Vehicle,81.0,Substantiated (Charges)
11366,Black,Male,19.0,Force,Physical force,81.0,Exonerated
11366,Black,Male,22.0,Abuse of Authority,Search (of person),81.0,Exonerated
11366,Black,Male,22.0,Abuse of Authority,Question and/or stop,81.0,Exonerated
12166,Black,Male,23.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
14035,Black,Male,32.0,Abuse of Authority,Vehicle search,81.0,Unsubstantiated
21995,Black,Male,37.0,Abuse of Authority,Vehicle search,81.0,Exonerated
21995,Black,Male,37.0,Abuse of Authority,Frisk,81.0,Substantiated (Charges)
21995,Black,Male,37.0,Abuse of Authority,Search (of person),81.0,Substantiated (Charges)
31456,Black,Male,19.0,Abuse of Authority,Stop,81.0,Substantiated (Charges)
31456,Black,Male,23.0,Abuse of Authority,Frisk,81.0,Substantiated (Charges)
31456,Black,Male,23.0,Discourtesy,Word,81.0,Unsubstantiated
31456,Black,Male,23.0,Abuse of Authority,Threat of force (verbal or physical),81.0,Unsubstantiated
31456,Black,Male,19.0,Force,Physical force,81.0,Unsubstantiated
31456,Black,Male,19.0,Force,Physical force,81.0,Unsubstantiated
31456,Black,Male,23.0,Force,Physical force,81.0,Unsubstantiated
32868,Black,Male,48.0,Discourtesy,Word,81.0,Substantiated (Formalized Training)
33282,Black,Male,33.0,Force,Physical force,81.0,Exonerated
35251,Hispanic,Male,39.0,Force,Physical force,81.0,Unsubstantiated
35251,Hispanic,Male,39.0,Force,Physical force,81.0,Exonerated
35251,Hispanic,Male,39.0,Force,Physical force,81.0,Substantiated (Charges)
35251,Hispanic,Male,39.0,Discourtesy,Word,81.0,Unsubstantiated
37784,Hispanic,Male,39.0,Abuse of Authority,Strip-searched,81.0,Exonerated
21995,Black,Male,37.0,Abuse of Authority,Vehicle stop,81.0,Exonerated
37963,Black,Male,53.0,Force,Physical force,81.0,Unsubstantiated
37963,Black,Male,53.0,Abuse of Authority,Forcible Removal to Hospital,81.0,Exonerated
37963,Black,Male,53.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
18849,Black,Male,41.0,Abuse of Authority,Search (of person),81.0,Unsubstantiated
